i_nadph,i_r5p,nadph_phi,r5p_phi,NADPHox_Vmax,R5Pase_Vmax,retcode,cycle_index,mode,V_G6PD_uM_min,V_PGLS_uM_min,V_PGD_uM_min,V_RPI_uM_min,V_RPE_uM_min,V_TKT_Rxn1_uM_min,V_TKT_Rxn2_uM_min,V_TA_uM_min,V_R5Pase_uM_min,V_NADPHox_uM_min,V_HK1_uM_min,V_GPI_uM_min,V_PFKP_uM_min,V_ALDO_uM_min,V_TPI_uM_min,V_GAPDH_uM_min,R5P_uM,S7P_uM,NADPH_uM,NADP_uM,Ru5P_uM,X5P_uM,E4P_uM,F6P_uM,GAP_uM,G6P_uM,Glucose_uM,F16BP_uM,DHAP_uM,PGLn_uM,PGA_uM,ATP_uM,atpase_frac
10,7,0.2848035868435802,0.04328761281083059,0.0004054802802111039,1.540734929529295e-5,Terminated,0.9214496937359519,cycle,11135.972950536274,11135.972950536014,11135.97294653597,4295.147021025254,6840.825921372326,3420.4129346768955,3420.4129814382604,3420.412981870196,874.7340858127798,22271.945897072193,19842.68689811851,8706.714003413379,15547.539986877739,15547.539976446038,15547.539958876974,34515.49286947218,17.59871079452706,844.0308367088032,10.829913479726617,0.17008652027286786,267.82623169876973,330.1416418174901,5.9921398807149835,3561.1771099707553,0.7775204196925006,9901.211928235618,24674.119874327396,52.19834510520294,172.80158472481713,0.1119626469026545,250.45133545689745,10290.508703914582,0.018205642030260805
11,7,0.533669923120631,0.04328761281083059,0.000759796013685877,1.540734929529295e-5,Terminated,0.9616983474287244,cycle,20842.04993355673,20842.049933558235,20842.049957897245,7479.540003345424,13362.509983657646,6681.255047716773,6681.254971271657,6681.254971146953,798.2849554282682,41684.099891454476,21281.933871571233,439.8838269404358,13802.393729313144,13802.393741014248,13802.393761522548,34286.04255047002,6.32804967962041,554.5405031709532,10.681606975865515,0.3183930241339494,664.6859403680312,793.8871043251258,2.785872751831704,3363.1787033519145,0.7505270403959969,9342.596045994993,24650.600836458692,48.435030759781505,166.8007120677842,0.20682310581309998,429.4481522899421,10290.56615843771,0.018205642030260805
12,7,1.0,0.04328761281083059,0.001423719008264463,1.540734929529295e-5,Unstable,NaN,undetermined,-10883.127940547716,-12350.237337322304,-13510.228138513652,-31.065384276949736,-2125.9307324013384,-550.8073043270397,0.0008983073500283059,36.821247740235634,5.458213829777996,-26282.41992281309,-4.1701629168617225e8,2299.6757880470423,0.03174358964867228,-0.4267238753471002,-1096.1424103082134,-1689.1300441507135,0.06739197501197816,26097.574577436677,-0.2379270981878976,11.23792709818741,-1.2696137844654622,0.0063952118094463915,0.0033813658820706794,-0.14081584801953825,0.0007788548806997513,-0.3662762913387731,25002.203927900035,4.657938372870684e-5,0.17213394020545855,-0.10317446413034971,-0.12887602444252272,-0.5455890138175993,0.018205642030260805
1,8,0.001,0.08111308307896872,1.4237190082644631e-6,2.887055954961559e-5,Terminated,-35.3025968420442,reverse,39.153117858417616,39.153117702692846,39.15103000592309,960.623495887899,-921.4724654399085,-460.73635658459074,-460.73610826099286,-460.73610820992286,1421.3598527231757,78.30414786425091,19268.933538914513,19229.78150951972,18308.309687676578,18308.30968759873,18308.30968574896,36155.88301670343,4.605018997424579,903.8375760879926,10.999337100625299,0.0006628993741227282,44.99785558274221,59.52273472658293,0.885806329168637,2251.125111591343,0.040313241072449275,6299.444021154284,24683.50012727937,0.3751794242261431,8.974632727202405,0.5674545159568524,7599.47117092847,9920.887159857575,0.018205642030260805
2,8,0.001873817422860385,0.08111308307896872,2.6677894829434595e-6,2.887055954961559e-5,Terminated,-19.30970212103338,reverse,73.3623877976616,73.36238797299015,73.36473988430203,1017.7671958150312,-944.4024598403539,-472.20105010832106,-472.2014149301002,-472.2014145914481,1489.9682430582411,146.7271276822823,19434.67680925887,19361.31325930768,18416.91000837846,18416.910008278737,18416.910006015023,36361.618963837,6.164491390002752,1265.8340087891565,10.998848773511599,0.0011512264878506544,48.43027882229448,64.0342452919649,1.0273482652903319,2752.387719345083,0.04119436771432806,7681.957977289798,24680.79014294805,0.3849919646249648,9.170542240615072,0.365615699087781,4890.990455356154,10091.151140233633,0.018205642030260805
3,8,0.003511191734215131,0.08111308307896872,4.998950413663146e-6,2.887055954961559e-5,Terminated,-10.421015481911724,reverse,137.46828568056407,137.46828577367685,137.46953714354163,1092.5082035270823,-955.0386691422241,-477.5192192630436,-477.5194535503994,-477.5194530921116,1570.0274190295859,274.93782282459387,19632.078311522888,19494.60944080397,18539.570321924246,18539.570321726493,18539.57031814233,36601.62142013118,9.687889447216776,1579.2255720432665,10.99788720316755,0.002112796831835941,53.60329987481442,70.80748468263057,1.459367883962473,3085.2632680655934,0.05663729184525151,8599.679170179741,24677.562805784357,0.5545541485302548,12.602550387450435,0.22451175723371986,2993.0070907521285,10178.113830718787,0.018205642030260805
4,8,0.006579332246575682,0.08111308307896872,9.367120381137132e-6,2.887055954961559e-5,Terminated,-5.280999127399187,reverse,257.5877713503912,257.58777138999136,257.58830655815956,1164.4685177269234,-906.8802123747533,-453.44005252389877,-453.44016147198414,-453.4401610790269,1617.9085670805084,515.1760779091674,19763.745500510457,19506.15748863791,18599.277078815707,18599.277078582003,18599.277075356917,36745.1141010094,14.157804927028502,1782.2893530251204,10.99606225190355,0.003937748095806896,59.11021729741421,77.94610054957214,2.035939337780515,3291.701710228819,0.07993117038899755,9168.641335893084,24675.41033176347,0.8840396699158812,17.77923138916134,0.135600573339684,1788.1287377949325,10224.090799684225,0.018205642030260805
5,8,0.012328467394420659,0.08111308307896872,1.755227337220535e-5,2.887055954961559e-5,Terminated,-2.4065327409549435,reverse,482.65997687048423,482.6599769110006,482.66053368060193,1257.0182329768425,-774.3576999068257,-387.1787873696435,-387.1789134370372,-387.17891261721456,1644.1970139578602,965.320510552973,19862.54203137315,19379.88182580727,18605.52391675057,18605.523916078128,18605.523909057367,36823.86903691612,18.6808153887198,1863.1977610250412,10.992630208543252,0.0073697914560729135,65.75888283396259,86.46519148802766,2.6953138410002526,3416.265622030722,0.11105463235889237,9511.957762289247,24673.795309326888,1.4640720978406954,24.695843183638136,0.08433452537194475,1075.929883777218,10249.771209085615,0.018205642030260805
6,8,0.02310129700083159,0.08111308307896872,3.288975565564677e-5,2.887055954961559e-5,Terminated,-0.8364650420792945,reverse,904.3724145400502,904.3724145543481,904.3726199838403,1408.6897876212454,-504.3171660249349,-252.15854133906288,-252.15862265825672,-252.15862207243174,1660.8483243236465,1808.745034525777,19971.638537187762,19067.266069268044,18562.948805078122,18562.948804431828,18562.94879957472,36873.73906205703,23.26974717530218,1824.5659954439473,10.98619206045541,0.013807939543941408,75.63299685494223,98.99570889447604,3.544652112236739,3491.67909783771,0.16051655513196977,9719.834125076017,24672.012000627838,2.716068791853377,35.68778859526388,0.05780493179560144,673.1522869260067,10265.552470277458,0.018205642030260805
7,8,0.04328761281083059,0.08111308307896872,6.16293971811718e-5,2.887055954961559e-5,Terminated,0.012380233855776019,linear,1694.4718512499035,1694.4718512435338,1694.4717575977681,1680.4864167168291,13.98532997144794,6.992521378471885,6.992794279203725,6.99279532121825,1673.4938934693998,3388.9436088465472,20132.790319448275,18438.318474035666,18452.304066156215,18452.304061954364,18452.304041804062,36911.60062400934,28.49338759020505,1647.8751028535717,10.974123650731242,0.025876349268085668,92.59839151667758,120.35757415436845,4.922686239187956,3536.825570816723,0.26226163693054066,9844.17722554534,24669.377955272368,6.569634444795324,58.29861477552561,0.04798200812141819,452.9314093998936,10276.743836114669,0.018205642030260805
8,8,0.08111308307896872,0.08111308307896872,0.00011548223819846235,2.887055954961559e-5,Terminated,0.47095339003290837,linear,3174.577315386417,3174.5773153847163,3174.577289902452,2177.8586240063423,996.7186582661068,498.3592545735143,498.3593937164876,498.3593948802398,1679.4993667836145,6349.154605288511,20393.449707825206,17218.872448365553,18215.591257327505,18215.59124804363,18215.59122234198,36929.5417236704,31.851375605979726,1344.9838355818354,10.95150904455813,0.048490955441217086,122.73591791767656,157.897267890651,6.826700466836394,3553.7840313958445,0.46547163903737276,9890.073349048169,24665.117867521465,19.42203177785143,103.45795695635778,0.05156956219175342,335.00141793721525,10285.156068597647,0.018205642030260805
9,8,0.15199110829529336,0.08111308307896872,0.00021639262996719168,2.887055954961559e-5,Terminated,0.7189492553719579,cycle,5946.624957172188,5946.624957171448,5946.624945745583,3096.410531608228,2850.2144074522375,1425.1071576506822,1425.1072411398648,1425.1072421675087,1671.3033722369426,11893.249902917578,20836.29450299505,14889.669655981936,17739.884179088986,17739.884160184178,17739.884128331287,36904.87544496974,27.432018600316557,981.4287034620652,10.909148213292754,0.09085178670660846,179.93969993715535,228.0517704855763,7.999452083044209,3529.723747729072,0.7739665068566929,9820.729443088598,24657.88142620215,52.07685621985153,172.01451291752133,0.07072614152937676,280.65321022868994,10290.619356675725,0.018205642030260805
10,8,0.2848035868435802,0.08111308307896872,0.0004054802802111039,2.887055954961559e-5,Terminated,0.853948401041311,cycle,11135.966402554122,11135.966402553748,11135.966396609718,4796.272579740585,6339.693811003075,3169.8468801988147,3169.846923347771,3169.8469238822536,1626.4256990432698,22271.93279916374,21596.42813931273,10460.461862086951,16800.15575449489,16800.15573135327,16800.155702926113,36770.158313819324,15.372629360651272,627.5173891026244,10.829838954604147,0.170161045395237,312.30603662844754,387.25685811310194,6.644166036394839,3448.0800979132887,1.0681045762794823,9588.795439449088,24645.463733428805,97.89230648220351,237.3797656439086,0.11502210179408055,291.4010345709949,10293.465470549596,0.018205642030260805
11,8,0.533669923120631,0.08111308307896872,0.000759796013685877,2.887055954961559e-5,Terminated,0.9302681439037566,cycle,20842.033443581142,20842.0334435772,20842.033382244696,7916.2468111824255,12925.786501438453,6462.893134657916,6462.893282004911,6462.89328226561,1453.3536768408935,41684.066825824855,22810.25275245451,1968.2196257014946,14894.006304195564,14894.006274277775,14894.006224644145,36250.905633086695,5.211764432513453,462.184812728291,10.681509071377896,0.3184909286215226,750.6124075964038,900.165067723219,2.528540256739743,3270.14793779162,0.7914836623513976,9085.660551341198,24625.64363278338,53.95010650801965,175.90381856378644,0.21182943896400658,496.3886882533305,10291.31835851754,0.018205642030260805
12,8,1.0,0.08111308307896872,0.001423719008264463,2.887055954961559e-5,Unstable,NaN,undetermined,-11406.091899423816,-12941.713910479573,-14136.725347691603,26.275211804667926,-2170.4558805154466,-541.7073191216034,0.11476909577528605,36.6550646155102,65.14264459988641,-27473.57899879482,-5.439450419168053e8,2417.950127850216,0.032796690198383195,-0.41536754409932164,-1110.4678224132501,-1694.129328395686,0.44343588178931037,25583.071348115936,-0.24608818941286884,11.246088189412399,1.2711070802234028,3.385034159594405,0.0033781022373335747,-0.1474342518187167,0.0007753391916199715,-0.3833886411093859,25002.317008616337,4.620940771616532e-5,0.17134032876211294,-0.10810899605931092,-0.13485431186185146,-0.5460799096123564,0.018205642030260805
1,9,0.001,0.15199110829529336,1.4237190082644631e-6,5.409815749179792e-5,Terminated,-49.73614925151428,reverse,39.1525995980507,39.152599518005275,39.151526441551994,1337.3519097074904,-1298.2003855406037,-649.1002272247234,-649.1001613452119,-649.1001612510855,1986.452136791478,78.3041260395817,20587.35135983965,20548.199348190734,19249.99923894025,19249.999238785884,19249.999235704196,37850.89824715729,1.5994180788252093,388.0378708074059,10.999300714633153,0.0006992853685384033,62.38737334851176,82.71668788382398,0.629478337279433,1870.3644842097685,0.04913751315358156,5253.727385294084,24661.94917294561,0.47846732797120545,10.936494512512947,0.7300183846079267,9777.818152392025,9766.665090087436,0.018205642030260805
2,9,0.001873817422860385,0.15199110829529336,2.6677894829434595e-6,5.409815749179792e-5,Terminated,-27.006947203278468,reverse,73.36244066901334,73.36244083518604,73.36466966560029,1394.2269360327543,-1320.8622736874208,-660.4310669810191,-660.4312164931022,-660.4312163797928,2054.658002520706,146.72711033487525,20752.195511490918,20678.831887104257,19357.96902530359,19357.96902525568,19357.969024176196,38055.506982333674,1.7309005053543653,596.7977781478971,10.998833340194077,0.0011666598084904248,65.35771153949169,86.63524116572187,0.5860434107071443,2520.330860655287,0.036421338430537874,7046.423082639085,24659.255555952812,0.35317096003959875,8.110653951308224,0.4841144727325029,6478.861837027582,10041.86917393635,0.018205642030260805
3,9,0.003511191734215131,0.15199110829529336,4.998950413663146e-6,5.409815749179792e-5,Terminated,-16.206572583455284,reverse,137.4683277153934,137.46832780057846,137.46947210479354,1622.729023226558,-1485.2595588928625,-742.6297364594928,-742.629832843211,-742.6298326109988,2365.358758761134,274.93779982056833,21487.68886765166,21350.219981121172,19864.960113123565,19864.96011294276,19864.960109546402,38987.29048578356,2.6892475200748907,758.9833141697648,10.99787628293439,0.0021237170681763936,77.75764970311181,103.09977765958189,0.8212135888968082,2921.2589316454037,0.051260228050326914,8152.640392268101,24647.239848201956,0.511453222367828,11.408774025584469,0.3230678383899301,4313.639592578898,10167.069545837265,0.018205642030260805
4,9,0.006579332246575682,0.15199110829529336,9.367120381137132e-6,5.409815749179792e-5,Terminated,-9.429866679366127,reverse,257.58773159951977,257.58773164190063,257.5883032646864,1876.9332510514273,-1619.3449531521942,-809.6724492799704,-809.6725110832592,-809.672510715005,2686.6056988233363,515.1760348647132,22257.093496061254,21999.505516080117,20380.16040418312,20380.16040371927,20380.1603979853,39950.64835202766,4.805503694299219,900.6258235263642,10.996051350409834,0.003948649592735101,92.58491731738705,122.73494468261725,1.3423948603965936,3178.866325993705,0.0885850416099667,8862.878804781916,24634.67456965762,1.0661392560194867,19.704003341356437,0.21045751356124795,2791.184727222772,10236.717381087064,0.018205642030260805
5,9,0.012328467394420659,0.15199110829529336,1.755227337220535e-5,5.409815749179792e-5,Terminated,-5.141527120265486,reverse,482.6600412349742,482.6600412580714,482.66035655032204,2137.066615102699,-1654.4062635056773,-827.2031222817864,-827.2031478841755,-827.2031467862445,2964.269733113052,965.3203977860862,22942.323701761732,22459.663590009142,20805.25726965425,20805.25726649669,20805.257247576847,40783.31139061206,10.52779498955051,987.9220919212746,10.992614975920814,0.007385024081745945,110.11505270221093,145.78894597141297,2.808568858262643,3313.0479197406344,0.20358135010585457,9232.14912175684,24623.487774406807,4.227667239483757,45.26028536768341,0.13795656437088732,1794.428940097247,10273.011764243603,0.018205642030260805
6,9,0.02310129700083159,0.15199110829529336,3.288975565564677e-5,5.409815749179792e-5,Terminated,-2.4314455854519847,reverse,904.3722745976385,904.3722746101681,904.372450746997,2370.3269830939607,-1465.954534482773,-732.9772710627935,-732.9772663381126,-732.9772649298907,3103.3042492732366,1808.744725345763,23336.938955381407,22432.566682268753,20966.612151419693,20966.612140762296,20966.612113411644,41200.24698158394,21.767809138097203,959.3140412149727,10.986169796054284,0.01383020394825325,129.51073566354796,170.90895923323097,6.095888920864198,3355.782854549241,0.49963550081913216,9348.69221206983,24617.04707385376,22.524264418709244,111.05326687065055,0.09304132715678465,1145.2753557092894,10286.61105381145,0.018205642030260805
7,9,0.04328761281083059,0.15199110829529336,6.16293971811718e-5,5.409815749179792e-5,Terminated,-0.8506196472213198,reverse,1694.4713535174114,1694.4713535211697,1694.4714129801425,2655.371775618763,-960.9003658007073,-480.4502069291086,-480.45016317676607,-480.4501615955524,3135.8219784730245,3388.9427664987998,23544.46246483239,21849.99124126335,20889.090963369967,20889.09093810298,20889.09089845459,41297.73162785111,28.49391504525194,870.4343807967275,10.974091344278385,0.025908655724120985,150.81780832102143,197.8767390850339,8.849156968904772,3364.1226452579554,0.8268837804112328,9369.949685400497,24613.66046359772,59.82969853167723,183.77834177366424,0.06872141038658387,730.7902219046647,10291.555046605536,0.018205642030260805
8,9,0.08111308307896872,0.15199110829529336,0.00011548223819846235,5.409815749179792e-5,Terminated,0.013777620662154072,linear,3174.5761559384696,3174.576155936239,3174.5761193954713,3145.4173854624837,29.158727805735502,14.579335722591965,14.57938410092599,14.579384511658045,3130.8380498988304,6349.152275333042,23779.49591011166,20604.919877681186,20634.078690868813,20634.078672455867,20634.07865047255,41282.73665814958,27.216111826420164,747.6572118273681,10.951461535402656,0.048538464599853795,183.26556852718193,238.18360182618716,9.819083969037088,3351.7505948366543,1.0924209504048323,9333.223968699935,24609.82531188349,103.29640981912624,242.7889411161913,0.06350545753036645,494.8894604295788,10293.788238057032,0.018205642030260805
9,9,0.15199110829529336,0.15199110829529336,0.00021639262996719168,5.409815749179792e-5,Terminated,0.4805834137243097,linear,5946.62158931694,5946.621589316215,5946.621577466441,4041.3897648833517,1905.2318066563098,952.6158786371569,952.6159203213654,952.6159209474514,3088.7738857963254,11893.243166783104,24143.334284490444,18196.71287413442,20101.944779899524,20101.944746331632,20101.94471259252,41156.50533675589,19.661760176688947,586.6000840598317,10.909075430074926,0.09092456992757146,247.5139119173989,316.8972217026969,8.885042448894954,3317.334071389405,1.298299728670199,9234.047864790913,24603.88922276253,145.06283148475006,288.5410501284286,0.07836743276009767,382.98323020575407,10295.058380550523,0.018205642030260805
10,9,0.2848035868435802,0.15199110829529336,0.0004054802802111039,5.409815749179792e-5,Terminated,0.7348121377457282,cycle,11135.956456748168,11135.956456747506,11135.956445613569,5680.7324526160155,5455.223983112047,2727.6119655054167,2727.612005040577,2727.612005523728,2953.1204869217013,22271.912902361484,24691.689053236936,13555.73283654123,19010.95693356973,19010.956889726986,19010.956848016594,40749.5257025669,10.088088861579063,408.9306150618122,10.829725746596742,0.17027425340574334,402.43687082708556,503.48871087613526,6.0964830393372855,3250.910722780622,1.3749833487701317,9043.805040813082,24594.944627673023,162.12365242999832,305.58093454467627,0.12140861380067976,376.8817742390461,10295.540439403301,0.018205642030260805
11,9,0.533669923120631,0.15199110829529336,0.000759796013685877,5.409815749179792e-5,Terminated,0.8776640491987003,cycle,20842.00891120972,20842.00891121904,20842.009051888374,8647.154480068795,12194.854710141612,6097.427502838178,6097.427375899668,6097.427375972389,2549.726976762,41684.017963100036,25368.171422361454,4526.162057558489,16721.01664592183,16721.016660687535,16721.016688298245,39539.46085187732,3.662971695644639,396.37352817339934,10.681364396050403,0.3186356039520765,924.792577086976,1116.0797177448328,1.8363444552355361,3114.843769012636,0.6997720877913725,8656.69197390894,24583.9132202274,42.61504030256264,155.52500056092657,0.22297948878480056,645.4765398952904,10290.584440242368,0.018205642030260805
12,9,1.0,0.15199110829529336,0.001423719008264463,5.409815749179792e-5,Unstable,NaN,undetermined,-12327.21102503014,-13979.917968926662,-15230.53287664453,209.4331435770718,-2220.3938073378254,-506.4354287508702,0.482134911358858,37.02006541233325,222.64901804941454,-29551.45628746209,-4.484253518556415e8,2622.844954591043,0.03457672754582157,-0.41447856622066825,-1153.7515035516237,-1702.3338344561591,0.8359407666029668,24690.770170840897,-0.2599200532882419,11.259920053290658,9.21138864972718,13.877579119569807,0.003383991649933594,-0.15904871701250825,0.0007830606978268999,-0.4134490065590654,25002.44197466257,4.719218049853955e-5,0.1730189024514154,-0.11676901642915553,-0.14579503262908136,-0.5469936410168785,0.018205642030260805
1,10,0.001,0.2848035868435802,1.4237190082644631e-6,0.00010137007005277597,Terminated,-65.71202792977161,reverse,39.15064514318761,39.150645338938084,39.153272707608245,1754.263709354338,-1715.1104413513556,-857.5552231614633,-857.5552245379951,-857.5552236621594,2611.818932260909,78.30391785092878,22009.371983891364,21970.22130854614,20255.110844869836,20255.109761038235,20255.10962985608,39652.66416627535,3.8203761657462247,7.24666390264925,10.998953634511105,0.001046365482155026,85.36945889734564,113.40563669329762,13.473795492577949,243.59597525450175,10.162643401944834,724.5067248578083,24638.7196571094,9055.858554880388,2258.48264547062,0.5885793238873569,7882.54271758146,2059.9434920952817,0.018205642030260805
2,10,0.001873817422860385,0.2848035868435802,2.6677894829434595e-6,0.00010137007005277597,Terminated,-35.036279977337976,reverse,73.36190940274281,73.36190963443073,73.36501978903732,1786.9152076861574,-1713.5501933294354,-856.7750995235439,-856.7751011450636,-856.7751001132156,2643.6903069093432,146.72692919199426,22089.92607746449,22016.56413299763,20303.013913625982,20303.01262668732,20303.012473533297,39749.2499989824,3.8732681123942245,7.355971577557435,10.99867218674366,0.0013278132495603207,87.17953298013312,115.7792898553571,13.636898754228069,247.7603839808267,10.319484302077509,732.5466332208897,24637.404223828813,9345.773316618383,2293.3380034210304,0.5366985911698456,7183.483679466795,2089.0287759881376,0.018205642030260805
3,10,0.003511191734215131,0.2848035868435802,4.998950413663146e-6,0.00010137007005277597,Terminated,-18.582792250152195,reverse,137.4675389684951,137.46753920968382,137.47077814994014,1840.4890937771631,-1703.0183209952374,-851.5091632938738,-851.5091649761764,-851.5091639034507,2691.998256759741,274.938317118796,22214.06827612983,22076.600701877007,20373.582354515886,20373.58100801044,20373.58085184591,39895.65269484072,3.9530483259252303,7.522521640754124,10.998121854199747,0.0018781457933097372,90.16696576066815,119.6851541498525,13.876965243681814,254.3269149021536,10.565850671291138,745.0882783409904,24635.37710222662,9810.887005933226,2348.088938237677,0.4539089741840114,6066.885702374502,2134.544917806348,0.018205642030260805
4,10,0.006579332246575682,0.2848035868435802,9.367120381137132e-6,0.00010137007005277597,Terminated,-9.674928475874465,reverse,257.588992345198,257.5889924869224,257.5908979148544,1919.0263438768852,-1661.4354487342298,-830.717725764222,-830.7177267637439,-830.7177261202496,2749.744069457564,515.17989026048,22369.75058337533,22112.16157150816,20450.72610815853,20450.72531138666,20450.72522214804,40070.73280663833,4.045414722137486,7.720693743373446,10.997027851409774,0.002972148583332224,94.58209920801889,125.41790601348146,14.135709376412633,262.97700089622236,10.889971008450294,761.31489768079,24632.835128009072,10440.668794518919,2420.1193621124844,0.3428310908780715,4564.94275102518,2193.465691630364,0.018205642030260805
5,10,0.012328467394420659,0.2848035868435802,1.755227337220535e-5,0.00010137007005277597,Terminated,-4.782608790207247,reverse,482.66762855575826,482.66762868381545,482.66935648011895,2021.6084990718732,-1538.939144166243,-769.469572734884,-769.4695736987528,-769.4695730581624,2791.078071635014,965.3369850368399,22504.539126747408,22021.8714826548,20482.932327178452,20482.931600757187,20482.931522023155,40196.393548982676,4.098757420080565,7.850735813316069,10.99485600768957,0.005143992303506119,100.40297109682227,132.86785509545317,14.224302465983671,271.4709312445712,11.212901371928927,776.7568932345898,24630.63445623522,11087.28927686431,2491.885076317632,0.23071856482878486,3037.3761680350817,2248.7084784677663,0.018205642030260805
6,10,0.02310129700083159,0.2848035868435802,3.288975565564677e-5,0.00010137007005277597,Terminated,-2.080382221385485,reverse,904.4031093203192,904.4031093633796,904.4036966417424,2158.739405287259,-1254.3357082127525,-627.1678536932392,-627.167854087195,-627.1678538055689,2785.907258916064,1808.8068059629732,22563.242546265705,21658.839433467983,20404.503723279246,20404.503475376798,20404.503449079635,40181.839070440954,4.0501339120146,7.786253346575433,10.990641949264287,0.009358050728798847,108.28146919877945,142.7459861091833,13.895410216949067,277.3673861149026,11.454961117364928,786.6888513696659,24629.67605799208,11581.338564130532,2545.678035295751,0.1484991071511213,1888.335879925922,2281.610651376625,0.018205642030260805
7,10,0.04328761281083059,0.2848035868435802,6.16293971811718e-5,0.00010137007005277597,Terminated,-0.6033662598295616,reverse,1694.5825082799136,1694.5825083223187,1694.5831047019446,2376.218649878352,-681.6355417082337,-340.81776847198773,-340.8177690396122,-340.8177685879969,2717.036418273362,3389.1656129844273,22534.312682961267,20839.73017607517,20158.094637943337,20158.09438492494,20158.094358737224,39975.3709745567,3.863993852729741,7.438211530052226,10.982644222020895,0.017355777972206943,121.09595656760946,158.56136329653668,12.930857774901746,280.0232337023013,11.608769640880128,789.6351570576728,24630.14836673522,11892.718946391373,2579.857629781149,0.1027851316951936,1187.1507488650793,2286.643936479012,0.018205642030260805
8,10,0.08111308307896872,0.2848035868435802,0.00011548223819846235,0.00010137007005277597,Terminated,0.18741580450418566,linear,3174.971798269509,3174.9717983004493,3174.972267130398,2778.278699495425,396.6935773802288,198.3467950155676,198.34679435584886,198.34679494847583,2579.9319044187278,6349.944065404932,22460.83917356112,19285.86738587871,19682.560978284982,19682.560776042807,19682.56075546291,39563.4683257965,3.543713832364126,6.75079893258428,10.967628351719636,0.0323716482734689,146.07688553470797,189.17017588059088,11.116909730575944,279.4339795045802,11.701763096268992,784.8331725546185,24631.34792348307,12068.729147449258,2600.520639756074,0.0872077096093102,812.3498308792911,2266.2693140002093,0.018205642030260805
9,10,0.15199110829529336,0.2848035868435802,0.00021639262996719168,0.00010137007005277597,Terminated,0.5958046852857257,cycle,5948.02607662357,5948.02607663698,5948.02630858825,3585.4516281947476,2362.5746945932074,1181.2873562168675,1181.2873558587637,1181.2873562514433,2404.1642719695737,11896.052385216779,22512.337647704524,16564.31158508009,18926.886301939,18926.886195997467,18926.886185341733,39035.05973711934,3.1748279158643737,5.794991391331821,10.939506033191316,0.06049396680180556,202.06550506635892,257.43145755751385,8.375875649118923,274.58050328780337,11.747973327090557,768.7887757019998,24630.507135335607,12133.860933465376,2610.7850580284767,0.09880379568801902,656.5026291680159,2228.775845903085,0.018205642030260805
10,10,0.2848035868435802,0.2848035868435802,0.0004054802802111039,0.00010137007005277597,Terminated,0.7954485145151239,cycle,11140.935340262657,11140.93534025451,11140.935187483046,5232.908294833061,5908.02687010508,2954.0134212783573,2954.013421366531,2954.0134211673735,2278.8948735416798,22281.87052774138,23084.909329742757,11943.97397598527,17852.00081379778,17852.000898372942,17852.000906923902,38658.01522680935,2.941059650248346,5.068970966892223,10.886654061895435,0.11334593809771697,347.8207381840466,433.18202736363276,5.177036626579821,262.353741722937,11.717736653562222,732.6509277306991,24621.160429787356,12023.607500022987,2604.058474571509,0.1461124880571908,706.969233920807,2187.9745749023673,0.018205642030260805
11,10,0.533669923120631,0.2848035868435802,0.000759796013685877,0.00010137007005277597,Terminated,0.8938427939750322,cycle,20859.70846999496,20859.708469976173,20859.708184240477,8429.508278025878,12430.19986512388,6215.099908356721,6215.099908311448,6215.099908244641,2214.408369670022,41719.416654231834,24552.74725348866,3693.038777409934,16123.238591854724,16123.23875550788,16123.238773209676,38461.577437227985,2.8795864716039272,5.613735708241767,10.787121318079416,0.21287868191370637,866.9174646966134,1044.19967496127,2.4602380131820336,233.97174772452752,11.362924481624683,651.723551287143,24597.2107859128,11222.355902256986,2525.197216322723,0.2933872352601568,1584.8934790039352,2094.2963984011667,0.018205642030260805
12,10,1.0,0.2848035868435802,0.001423719008264463,0.00010137007005277597,Unstable,NaN,undetermined,-13914.339451792877,-15756.777419682261,-17081.729614017055,668.3709723334238,-2257.841206462843,-392.7048612574249,1.506434227003676,39.309288105463025,561.7317090707286,-33069.91728930612,-6.130990690741752e8,2964.7127678104794,0.03743871707894238,-0.4673170045529301,-1277.9225480789214,-1714.6522594221574,1.155445997181975,23198.485414842293,-0.2822361117981541,11.282236111791352,29.78281995371285,40.9950632008722,0.0034433665017379145,-0.17893484611680582,0.0008314899140220819,-0.46501807396076306,25002.406473152158,5.319278005014907e-5,0.18367387962986045,-0.13158612929474395,-0.16541269575469053,-0.5487097185346618,0.018205642030260805
1,11,0.001,0.533669923120631,1.4237190082644631e-6,0.00018994900342146924,Terminated,-77.66468142866202,reverse,39.15033605113828,39.15033628947113,39.1535352025365,2066.2169817048566,-2027.0634542043958,-1013.5317316922026,-1013.5317329190284,-1013.531732121041,3079.748713287854,78.30387125384252,23102.322321746335,23063.171949385927,21036.10846545172,21036.107161815682,21036.107000592358,41058.682429162865,1.847157437541616,5.426481333964373,10.998875953282024,0.0011240467180217777,101.88644019986599,135.56988302735007,10.59967129212726,236.7033201003747,9.915005810933483,710.7730891257262,24620.87621836793,8631.28142029768,2203.454067833891,0.6436025165188166,8619.850515779011,2127.587356780075,0.018205642030260805
