i_nadph,i_r5p,nadph_phi,r5p_phi,NADPHox_Vmax,R5Pase_Vmax,retcode,cycle_index,mode,V_G6PD_uM_min,V_PGLS_uM_min,V_PGD_uM_min,V_RPI_uM_min,V_RPE_uM_min,V_TKT_Rxn1_uM_min,V_TKT_Rxn2_uM_min,V_TA_uM_min,V_R5Pase_uM_min,V_NADPHox_uM_min,V_HK1_uM_min,V_GPI_uM_min,V_PFKP_uM_min,V_ALDO_uM_min,V_TPI_uM_min,V_GAPDH_uM_min,R5P_uM,S7P_uM,NADPH_uM,NADP_uM,Ru5P_uM,X5P_uM,E4P_uM,F6P_uM,GAP_uM,G6P_uM,Glucose_uM,F16BP_uM,DHAP_uM,PGLn_uM,PGA_uM,ATP_uM,atpase_frac
1,1,0.001,0.001,1.4237190082644631e-6,3.559297520661158e-7,Terminated,0.46562873873901384,linear,39.152569520773035,39.152569448274164,39.15159678763889,26.998554069622955,12.153045881220631,6.076554637755873,6.076495361595273,6.076494608654803,20.92200795642393,78.3041663082756,39220.3787383641,39181.22661269662,39193.37976502725,39193.37976528734,39193.37976930806,78392.83609000352,48.27517683054118,3078.774483440936,10.999367850593726,0.0006321494064824947,19.746174600256197,25.658801287475058,2.8159900796502026,2228.1754850366146,0.050696519444833,6246.731740951968,24358.791596545332,0.7958589212358723,11.300632486317271,0.2668735685894875,3571.7030255365366,10169.386826450018,0.044721359549995794
2,1,0.001873817422860385,0.001,2.6677894829434595e-6,3.559297520661158e-7,Terminated,0.713601723456525,cycle,73.36331261741442,73.36331265527811,73.3638216538642,38.461936367069924,34.90188075923336,17.45079837176333,17.451076489010447,17.451077874722912,21.011126295147665,146.72713427149438,39225.52037133232,39152.15674848409,39187.058790142975,39187.05878928878,39187.058780095336,78391.56836632706,60.97704808721293,2853.3705204516864,10.998854635689307,0.001145364310915737,25.151505824964776,32.663349567210936,4.165512252939589,2415.936571277734,0.08792857341246653,6761.333644325066,24358.7083068254,1.4475519121856102,19.575125407648947,0.19168638577722835,2560.3554294225014,10235.246454112279,0.044721359549995794
3,1,0.003511191734215131,0.001,4.998950413663146e-6,3.559297520661158e-7,Terminated,0.8463145605513914,cycle,137.46888554918797,137.46888555125503,137.46891316191721,59.90763910519834,77.56127502967173,38.780673123873605,38.780603191401596,38.78060290802018,21.126966086137426,274.9377987110921,39235.776987900215,39098.30810427722,39175.869310880305,39175.86931174919,39175.8693154262,78390.5193006098,92.33458136209558,2091.7203364341285,10.997875756255768,0.0021242437444574653,38.23314113221991,49.6210305774726,9.081588008519677,2550.9958467278298,0.27586496048288556,7136.542692272761,24358.542159636487,8.307063566894126,61.34233341563621,0.15924288741262219,2118.4167379393803,10276.97388218006,0.044721359549995794
4,1,0.006579332246575682,0.001,9.367120381137132e-6,3.559297520661158e-7,Terminated,0.9177201885118416,cycle,257.5879245526592,257.587924562355,257.5880563882616,99.99218636553562,157.59586711055783,78.7978930259445,78.7979702827911,78.7979722944537,21.194285873818764,515.1759809411786,39255.67879123513,38998.090856861825,39155.68679592057,39155.68677805198,39155.68674957328,78390.17141852774,131.23659841320875,1502.1809125391985,10.996037693694118,0.003962306306150821,55.173183079999475,71.53906563590405,18.286856547817408,2595.6693631904513,0.7867213393981236,7262.130092888727,24358.219772168482,57.27264768987269,174.87567001331658,0.1255742458076723,1653.779549923936,10289.951664121625,0.044721359549995794
5,1,0.012328467394420659,0.001,1.755227337220535e-5,3.559297520661158e-7,Terminated,0.9560445561665405,cycle,482.65991146556223,482.65991149453725,482.6603114535917,175.03043090780716,307.6298756963944,153.81488528793614,153.81498401293268,153.81498848327536,21.215530629087063,965.3202229207527,39293.13527134299,38810.47536586175,39118.10534016833,39118.105264967584,39118.10519151361,78390.02533696528,151.2659768680953,1264.99608763404,10.992591355077325,0.007408644922885621,66.57729000221511,86.16204419632523,25.18228332447557,2609.526983128488,1.2953909895822302,7299.290507274545,24357.613026235496,150.56394547919206,287.92298935939687,0.08468129899041243,1080.5764231170663,10293.94310240685,0.044721359549995794
6,1,0.02310129700083159,0.001,3.288975565564677e-5,3.559297520661158e-7,Terminated,0.9765375846177365,cycle,904.3719454363973,904.3719454546124,904.3722101184297,315.60322746545916,588.7689810316544,294.38446709278696,294.3845116624538,294.3845144963248,21.21875024389451,1808.744155557644,39363.37052592415,38458.99862080505,39047.76766121567,39047.76759888795,39047.76755095535,78389.91961385684,154.84314880493523,1140.0400681163496,10.986128765186242,0.013871234813985717,74.89353292063915,96.58372299641438,28.686138901240884,2613.1305409041793,1.645524400608782,7307.084498915277,24356.475335663254,240.90901450499686,365.7369506390944,0.056978037006624654,662.0729970485685,10295.524945961084,0.044721359549995794
7,1,0.04328761281083059,0.001,6.16293971811718e-5,3.559297520661158e-7,Terminated,0.9874833503352232,cycle,1694.4704215382358,1694.4704215357392,1694.470389774738,578.9627497705593,1115.507631548983,557.7536836906645,557.7539364357453,557.7539360088294,21.209092633720925,3388.9408113132213,39494.98268524032,37800.51262373165,38916.020625988254,38916.02052599954,38916.020458735744,78389.79466857451,144.58296906598287,1034.0511820944073,10.974016357973088,0.02598364202713893,84.0600867699751,107.73432859903659,29.569973343810474,2610.425279987822,1.8810202316760234,7296.93454313712,24354.343545673728,313.73017727560017,418.07359060241913,0.04476134933202398,409.78238753701663,10296.336730784273,0.044721359549995794
8,1,0.08111308307896872,0.001,0.00011548223819846235,3.559297520661158e-7,Terminated,0.9933288421029376,cycle,3174.5727819338185,3174.572781928454,3174.5726891481722,1072.3094153700547,2102.2632512441337,1051.1313952234302,1051.1318262086268,1051.1318225584007,21.178076283996987,6349.145471079184,39741.534747428675,36566.96258800091,38669.226460754406,38669.226290067214,38669.226185802414,78389.58387428884,119.17362681654764,898.4433513328328,10.951322794844607,0.04867720515560215,99.41529077908494,126.1127982121796,28.015744983333192,2600.6634799172634,2.0696942687973285,7266.14392363877,24350.35036679464,379.0302874528763,460.00426035435714,0.04688984051616903,272.3144690260965,10296.896180230306,0.044721359549995794
9,1,0.15199110829529336,0.001,0.00021639262996719168,3.559297520661158e-7,Terminated,0.996454378469976,cycle,5946.609671607941,5946.609671605253,5946.609623483839,1996.2593373253226,3950.350259041647,1975.1749466596377,1975.1752770463445,1975.1752735317527,21.084427282301665,11893.219295090248,40203.23261569416,34256.62366782555,38206.97447862881,38206.97430901626,38206.974213966314,78389.12347275735,77.70015793323671,697.3504841169273,10.908817506123286,0.09118249387690547,133.59499876096152,166.88958077450877,23.28579394259722,2579.664023841318,2.2525421580323206,7201.952208808627,24342.873903339732,448.1166496121235,500.63965513593115,0.06547760704863743,210.36828882628708,10297.38707798253,0.044721359549995794
10,1,0.2848035868435802,0.001,0.0004054802802111039,3.559297520661158e-7,Terminated,0.9981391700113483,cycle,11135.913871667926,11135.91387166614,11135.913837875529,3725.7858804471066,7410.1279237367025,3705.0638506605155,3705.0640304484846,3705.064028279206,20.72204248344123,22271.82770954236,41067.12911768305,29931.216048368864,37341.34439574623,37341.34426152629,37341.34419071356,78387.7523047399,32.698057115678324,437.59887162983296,10.829241044471537,0.1707589555286089,229.58238623700112,280.96618429222167,14.878561484119384,2537.769718413173,2.3845412900737606,7076.824222006718,24328.888801037752,501.13926564864454,529.9734967323303,0.10926535790917882,214.35637457598338,10297.742857483468,0.044721359549995794
11,1,0.533669923120631,0.001,0.000759796013685877,3.559297520661158e-7,Terminated,0.9990831097243077,cycle,20841.84443290324,20841.844432908212,20841.844527425365,6960.021418060917,13881.82322616935,6940.911730371744,6940.9116360702465,6940.911637537468,19.109684488019557,41683.68896033184,42680.825592329384,21838.980230040605,35720.803168944585,35720.80322247492,35720.803253784674,78382.51820535035,8.507986539400063,228.55024682537095,10.680390360531401,0.3196096394687298,576.6295064600592,685.1688645648973,5.873410086010948,2454.8725371481105,2.1301545196869554,6836.410542916291,24302.780735968794,399.1438422953889,473.4354153198324,0.2017873270064532,362.13884766193826,10297.262896245964,0.044721359549995794
12,1,1.0,0.001,0.001423719008264463,3.559297520661158e-7,Terminated,NaN,undetermined,1.7661325811640816e-6,1.7661326096252024e-6,1.7661326444931648e-6,1.767952834733859e-6,-9.831432238956332e-10,1.3308667217746557e-12,1.0368884732094064e-10,6.638695866498502e-14,1.7697576493760028e-6,3.532265306195277e-6,1.7660286646707558e-6,-1.0379792100953808e-10,1.465705770460416e-20,1.4657059598025037e-20,5.664935827274393e-19,1.0495333415862867e-10,9.370642204776897e-7,20312.63264671737,4.1805068323266234e-11,10.999999999958408,4.3429552004857895e-7,5.645849429148704e-7,1.455818331640145e-5,2.2157285766602736e-11,1.404393765266512e-18,6.154689176774856e-11,24999.99999997086,1.0396404013866722e-25,3.1208750388068685e-16,1.4773381484520534e-11,1.8098995328694727e-11,1.1717825538418348e-9,0.044721359549995794
1,2,0.001,0.001873817422860385,1.4237190082644631e-6,6.669473707358649e-7,Terminated,-0.000921586661220628,reverse,39.152720664829424,39.152720569783504,39.15144546201505,39.17636929758087,-0.02491968792784141,-0.012422831193652653,-0.012491456672063878,-0.012492441614642682,39.18880328994463,78.3041661266673,39262.98203535784,39223.82989181008,39223.8051190576,39223.80511940076,39223.80512468969,78447.59782226801,47.3689830122524,3036.6943308225086,10.999367547814668,0.0006324521854552975,19.929490368066137,25.90836053136059,2.79824462679779,2229.0120355283234,0.050940166023221274,6249.404000347493,24358.101468321136,0.7998289176698444,11.354807782465409,0.26915329755456546,3602.251251626597,10170.278453923562,0.044721359549995794
2,2,0.001873817422860385,0.001873817422860385,2.6677894829434595e-6,6.669473707358649e-7,Terminated,0.46345708954609827,linear,73.36334597316417,73.3633460060512,73.36378803695379,50.69624364709854,22.667540448208538,11.333650293166393,11.333885019711873,11.333886225884536,39.362583169078036,146.7271340103039,39268.318116461036,39194.954504590874,39217.62217922139,39217.62217846791,39217.622170409326,78446.57799792888,60.17813088957475,2818.8677877504724,10.998854403317724,0.0011455966824171335,25.38502405346748,32.97866413655031,4.158352225806625,2416.4505586972796,0.08870575952286064,6763.033500493816,24358.015030443967,1.4642934713344602,19.74787588313321,0.19339557564327986,2583.2583942093015,10235.953250266753,0.044721359549995794
3,2,0.003511191734215131,0.001873817422860385,4.998950413663146e-6,6.669473707358649e-7,Terminated,0.7120458729463841,cycle,137.46911227313336,137.46911224140584,137.46868607750343,72.21262284506476,65.25606058497162,32.627844498627525,32.628212428111716,32.62821161806185,39.58479822144562,274.9377983504994,39278.82828973934,39141.35925473862,39206.615708122015,39206.61570770976,39206.61570594798,78445.85925897025,91.62626405805203,2071.1569482348395,10.99787558507909,0.0021244149210623304,38.52030975811837,50.00722681475251,9.093924766223264,2549.8113083206526,0.27865493034412014,7133.4511070776325,24357.844779487157,8.45553589581558,61.962410472357696,0.16040681229156814,2134.013081697733,10277.146857323469,0.044721359549995794
4,2,0.006579332246575682,0.001873817422860385,9.367120381137132e-6,6.669473707358649e-7,Terminated,0.8458305205841623,cycle,257.58791317484105,257.5879131861831,257.588067349366,112.33745925050975,145.25060473528026,72.62525613825433,72.62534420570572,72.6253465301563,39.71219447797723,515.1759805245059,39298.87246794158,39041.28454343384,39186.535230103094,39186.53520929743,39186.53517631616,78445.69563926315,130.35655396474658,1492.5103616414233,10.996037588167408,0.003962411832746534,55.41560174588779,71.86851872194451,18.2671359537509,2594.0199435123186,0.7902129406224385,7257.6456783606745,24357.520092055005,57.76600154352988,175.65168623721516,0.1261095714792706,1660.9527220145515,10289.993993590542,0.044721359549995794
5,2,0.012328467394420659,0.001873817422860385,1.755227337220535e-5,6.669473707358649e-7,Terminated,0.9176389023153355,cycle,482.66000696782913,482.660006982912,482.660215176778,187.38833014031317,295.27188253256065,147.63591440195893,147.6359648280825,147.63596713916647,39.75240798235821,965.3202221454354,39336.37361886666,38853.71361495773,39148.98554784255,39148.98550874633,39148.98547067775,78445.60689134165,150.33156077455115,1258.0761739214547,10.992591250347488,0.007408749652723247,66.81217977498848,86.48247681747148,25.144536206404517,2607.81134406419,1.29941118968881,7294.577355448818,24356.912634749,151.49020074716353,288.816489661238,0.08496182589376608,1084.3352832171427,10293.96601903326,0.044721359549995794
6,2,0.02310129700083159,0.001873817422860385,3.288975565564677e-5,6.669473707358649e-7,Terminated,0.9560374419779473,cycle,904.3719514016855,904.3719514189495,904.3722021712265,327.96306172143017,576.4091389385209,288.2045477747314,288.20458904001225,288.2045917090491,39.75850438701374,1808.74415357557,39406.61546141466,38502.24354775262,39078.65274183459,39078.65268292119,39078.65263770526,78445.50986552803,153.9024764011323,1134.1903232546256,10.9861286224561,0.013871377544084365,75.13490572490292,96.9127785833909,28.636445671230454,2611.4011148302884,1.6497193080406864,7302.308339774925,24355.774860462807,242.13683977215734,366.6692832308536,0.05713375120807467,664.1593693881676,10295.54161687556,0.044721359549995794
7,2,0.04328761281083059,0.001873817422860385,6.16293971811718e-5,6.669473707358649e-7,Terminated,0.976547100831013,cycle,1694.4704109512593,1694.470410949706,1694.4703941667062,591.3168628691438,1103.1535237611588,551.5766422907323,551.5768712629905,551.576871038956,39.740243692871786,3388.9408051185305,39538.207616760286,37843.737541034425,38946.89140419238,38946.8913099135,38946.89124664969,78445.3591988004,143.67587824563756,1028.840016911912,10.974016120392552,0.02598387960765564,84.32390303161353,108.09218282660896,29.50988658549545,2608.6968044154373,1.885091920223776,7292.1455650800945,24353.643437484523,315.0950502652848,418.9785421282023,0.04485375924496139,411.0204621839597,10296.34996934171,0.044721359549995794
8,2,0.08111308307896872,0.001873817422860385,0.00011548223819846235,6.669473707358649e-7,Terminated,0.9875001822511291,cycle,3174.5727612245664,3174.5727612203978,3174.57268903128,1084.645131028291,2089.9275405375743,1044.9635932875453,1044.963924146919,1044.9639212954798,39.681580945837084,6349.145450253657,39784.695478313624,36610.123197482004,38700.05121576945,38700.051084693805,38700.05100477957,78445.06568525713,118.3609734746742,893.8495841260611,10.951322370211454,0.04867762978876239,99.73461599821353,126.54126668632038,27.94490251904637,2598.9463346422885,2.0733107522155794,7261.375424073616,24349.651378683066,380.368466551249,460.8080488825091,0.04695141671626856,273.1393185689121,10296.9063874013,0.044721359549995794
9,2,0.15199110829529336,0.001873817422860385,0.00021639262996719168,6.669473707358649e-7,Terminated,0.9933568115502038,cycle,5946.609639654358,5946.6096396512485,5946.609583913669,2008.539315283996,3938.0702372659425,1969.034908781032,1969.0352876184581,1969.035283551333,39.50444847359806,11893.219223566242,40246.1982445134,34299.589440288684,38237.66031183852,38237.66011703514,38237.66000800589,78444.35503743392,77.09832349535154,693.652691784092,10.908816733352191,0.09118326664800482,134.05419347008262,167.49429859129822,23.208453278645237,2577.974325605258,2.2551804354769427,7197.254279436856,24342.178225460022,449.18732113416684,501.22604804247624,0.06552782143005896,211.04074678175132,10297.39369015594,0.044721359549995794
10,2,0.2848035868435802,0.001873817422860385,0.0004054802802111039,6.669473707358649e-7,Terminated,0.9965139937270724,cycle,11135.91375239911,11135.913752397002,11135.913712429925,3737.851037375626,7398.062635247111,3699.031187031582,3699.0313978522595,3699.031395297287,38.81986519564521,22271.827464827737,41109.34333432282,29973.430528915687,37371.49366274846,37371.493505111015,37371.493421998,78442.01811629508,32.43178232699014,435.3586432261761,10.829239652231797,0.17076034776834143,230.38292407876025,281.9927893928298,14.818003166281636,2536.1483340531568,2.3854213980808425,7072.3242290235485,24328.2055652955,501.5358178843992,530.1691531748745,0.10931868729912186,215.07016978532747,10297.745032870369,0.044721359549995794
11,2,0.533669923120631,0.001873817422860385,0.000759796013685877,6.669473707358649e-7,Terminated,0.9982830280114025,cycle,20841.84405184576,20841.844051849377,20841.844120811023,6971.138033952181,13870.706171700664,6935.35316925915,6935.353104290688,6935.353105353914,35.784862427737885,41683.68817265921,42719.72150376795,21877.876817897908,35748.58279921447,35748.58283195986,35748.58285108216,78432.51885135702,8.455874564370953,227.74271008620917,10.680388028766654,0.3196119712334832,578.3774915026239,687.3247516275028,5.847619294567077,2453.449317738676,2.128239125940259,6832.478140837375,24302.15168089622,398.45127388705185,473.0097916901779,0.2018797687653377,363.3749108410436,10297.258320536172,0.044721359549995794
12,2,1.0,0.001873817422860385,0.001423719008264463,6.669473707358649e-7,Terminated,NaN,undetermined,1.78272915146795e-6,1.7827291804124469e-6,1.7827292158725959e-6,1.7838304032119787e-6,-5.799312429664616e-10,-1.499162912472528e-13,9.785255220820098e-11,6.16565662919719e-14,1.7848095783875011e-6,3.565458449246414e-6,1.7826310732619935e-6,-9.795762014616677e-11,1.4933863782590225e-20,1.493386438942461e-20,5.225521578310191e-19,9.764098132874701e-11,5.043362154691307e-7,20303.59305569985,4.219791582843503e-11,10.999999999957959,2.685252265597596e-7,3.4908324687405814e-7,2.2210292013533663e-5,2.236547399988803e-11,1.3045650455307335e-18,6.212525566132524e-11,24999.999999970587,1.0592744513678505e-25,2.899033439015399e-16,1.4912208812796037e-11,1.8269073866950577e-11,1.1827985443156389e-9,0.044721359549995794
1,3,0.001,0.003511191734215131,1.4237190082644631e-6,1.2497376034157865e-6,Terminated,-0.8741238551162006,reverse,39.152542802588144,39.152542734023854,39.151622982942335,61.96836004256221,-22.816734070542356,-11.408346391740922,-11.408383786676776,-11.408384493462906,73.37671445478854,78.30416578540465,39342.71842945787,39303.56629664637,39280.74967841612,39280.74967866646,39280.74968250379,78550.0910155007,45.68476925097648,2959.2053185129157,10.999366978858534,0.000633021141498464,20.27740745879494,26.381797455975182,2.763488034936229,2230.2428071708096,0.0513658603190281,6253.479750395732,24356.80986021646,0.8068526896986742,11.44946512132268,0.2734766103838037,3660.183426395059,10171.817332859953,0.044721359549995794
2,3,0.001873817422860385,0.003511191734215131,2.6677894829434595e-6,1.2497376034157865e-6,Terminated,-0.004964328372938745,reverse,73.3634189365243,73.3634189585188,73.36371458423251,73.60627057804159,-0.24255863826234617,-0.12135529116902843,-0.12120679261345546,-0.121205983670324,73.72761903868668,146.72713352087933,39348.46241967153,39275.09882725461,39274.85635142106,39274.856350903414,39274.856345433036,78549.59134021096,58.68436843833995,2755.754824502901,10.998853967894654,0.0011460321052659728,25.823756727317534,33.57111854183073,4.142489729661705,2417.1589059533067,0.09011076622818696,6765.5090770304905,24356.7168181897,1.4948792479985897,20.060178191569452,0.1966045546045135,2626.2583742728007,10237.192366368039,0.044721359549995794
3,3,0.003511191734215131,0.003511191734215131,4.998950413663146e-6,1.2497376034157865e-6,Terminated,0.4605128181454817,linear,137.4689134428303,137.46891344064983,137.4688842608581,95.26475047653692,42.2041328983422,21.102034046137494,21.10209767826366,21.102097901679613,74.16271670587523,274.93779770369815,39359.47924790312,39222.01033469304,39264.21453053823,39264.2145297616,39264.214526535325,78549.53109011715,90.27697890403672,2033.9098877474948,10.997875278036583,0.002124721963381674,39.050497725569265,50.72073956240094,9.110053149716524,2547.5227928107274,0.28363787590506134,7127.458594937191,24356.538366631343,8.724215806879364,63.069884186321154,0.16255659528985766,2162.8197821716813,10277.448953721087,0.044721359549995794
4,3,0.006579332246575682,0.003511191734215131,9.367120381137132e-6,1.2497376034157865e-6,Terminated,0.7111427039249596,cycle,257.5878647302346,257.587864748652,257.5881150155351,135.46675399072637,122.12135568560912,61.06060614701003,61.06074256728569,61.0607462595306,74.40613410771886,515.1759797462465,39379.79728696255,39122.20940427268,39244.33088663615,39244.33085311994,39244.33080038604,78549.72225571975,128.70538207794698,1474.661512773641,10.996037391065038,0.003962608934838989,55.86940686824422,72.48539591342944,18.22649553005129,2590.926094056856,0.7965798892432849,7249.231819917768,24356.209255622824,58.67143375558163,177.06675708276018,0.12711170013233003,1674.3808897594688,10290.07052132997,0.044721359549995794
5,3,0.012328467394420659,0.003511191734215131,1.755227337220535e-5,1.2497376034157865e-6,Terminated,0.8456823053917762,cycle,482.65989404088583,482.6598940722377,482.66032668277177,210.54205658731453,272.1182649696474,136.05907852374557,136.05917968407238,136.05918442602604,74.48296212823902,965.3202207253632,39417.38412733895,38934.72423943894,39206.84260536547,39206.84252430738,39206.84244583928,78549.74404356317,148.58309000885185,1245.2401145743688,10.992591058524276,0.007408941475664788,67.25363454761012,87.08472997793679,25.07129795444441,2604.5997457385397,1.3068127994104946,7285.753342616521,24355.600433334246,153.20348178145625,290.4615191744953,0.08548917439703542,1091.4014092380191,10294.007947270326,0.044721359549995794
6,3,0.02310129700083159,0.003511191734215131,3.288975565564677e-5,1.2497376034157865e-6,Terminated,0.917628339615185,cycle,904.3719600457748,904.3719600616021,904.372189814728,351.1204692186982,553.2517192526883,276.625840569305,276.625876792443,276.625879211316,74.49461995444005,1808.7441498629196,39487.63924151982,38583.26731529089,39136.51908323066,39136.51902947704,39136.5189884348,78549.66385586122,152.144247919312,1123.3188225640379,10.986128355106322,0.01387164489362093,75.58933539464684,97.53226187241609,28.541412721912312,2608.165231775566,1.6574748468645573,7293.370773207839,24354.46248710081,244.41569606154584,368.39297999345075,0.05742693493768974,668.0876589300129,10295.572271580524,0.044721359549995794
7,3,0.04328761281083059,0.003511191734215131,6.16293971811718e-5,1.2497376034157865e-6,Terminated,0.9560571723894874,cycle,1694.470392705744,1694.4703927057503,1694.4704008093872,614.46326549135,1080.0071291552745,540.0034630573537,540.0036577014688,540.0036578150435,74.45982035778601,3388.9407935162403,39619.19291480043,37924.722823150485,39004.73024718165,39004.73016024019,39004.7301021405,78549.46372507318,141.98204290008957,1019.1464331412196,10.97401567541822,0.02598432458169614,84.82115701310289,108.7666252803404,29.395796927817255,2605.463349039999,1.8926318488449112,7283.1859115503075,24352.33176797906,317.6310457623628,420.6543274984745,0.045027955210666534,413.35427664338954,10296.374367677725,0.044721359549995794
8,3,0.08111308307896872,0.003511191734215131,0.00011548223819846235,1.2497376034157865e-6,Terminated,0.9765801680728241,cycle,3174.572727847106,3174.5727278445415,3174.572683403367,1107.756109127214,2066.8165636024987,1033.4081754531621,1033.408374034192,1033.408372267123,74.3479597267755,6349.145411249115,39865.5570968147,36690.984660099886,38757.80151114194,38757.801432440494,38757.801384624974,78549.0109940694,116.84579566388923,885.3010162845069,10.951321574907718,0.04867842509222076,100.33704702979315,127.34952535480899,27.81114741742683,2595.7345116693737,2.080008081128964,7252.455471100112,24348.34186272533,382.85361969129684,462.296578227918,0.04706760067775941,274.69567066639996,10296.925214714518,0.044721359549995794
9,3,0.15199110829529336,0.003511191734215131,0.00021639262996719168,1.2497376034157865e-6,Terminated,0.9875542243703932,cycle,5946.6095557339995,5946.609555732784,5946.609533923691,2031.543221535549,3915.066300148442,1957.533069351809,1957.533214850845,1957.533213262846,74.0101682875415,11893.21908965699,40326.68584293231,34380.07661217746,38295.14315713439,38295.14308207885,38295.14304017703,78547.81919301403,75.97952542523495,686.7747144490173,10.908815286548766,0.0911847134511623,134.92048565183873,168.63507290411556,23.063280315091575,2574.814270363456,2.2600534159909316,7188.4678790209455,24340.875046637277,451.1691243648794,502.30913576811673,0.06562257445842995,212.3096573803245,10297.405869413527,0.044721359549995794
10,3,0.2848035868435802,0.003511191734215131,0.0004054802802111039,1.2497376034157865e-6,Terminated,0.9934708763739815,cycle,11135.913510895882,11135.913510895085,11135.913495839699,3760.4429615338477,7375.470519335181,3687.7352110195056,3687.7352893757097,3687.735288420897,72.70775600128924,22271.827006735086,41188.390156832655,30052.477002732277,37427.94770888544,37427.94765002813,37427.94761902769,78543.63048087733,31.93862568818297,431.1977842738951,10.829237046034544,0.17076295396538568,231.88977152428222,283.92525380279693,14.704993504371428,2533.1172705702515,2.3870164063785095,7063.9118291043815,24326.92622918017,502.25661801451474,530.5237425365456,0.10941911784785043,216.41439940695076,10297.748978995116,0.044721359549995794
11,3,0.533669923120631,0.003511191734215131,0.000759796013685877,1.2497376034157865e-6,Terminated,0.9967866329440563,cycle,20841.843289688415,20841.843289694803,20841.843410329628,6991.929617380918,13849.91394167857,6924.957120769088,6924.956999566937,6924.957001402875,66.97249261222666,41683.686700022066,42792.470244926,21950.62573182139,35800.539292189394,35800.53936433923,35800.53940668845,78526.03589018353,8.359333034005246,226.24362755682526,10.680383669288789,0.319616330711086,581.6619381376465,691.3759004948631,5.799580790991008,2450.791142412411,2.124609561090952,6825.133639779426,24300.975159093457,397.13998783855493,472.20325709559336,0.202053755705322,365.7013412304501,10297.24962271232,0.044721359549995794
12,3,1.0,0.003511191734215131,0.001423719008264463,1.2497376034157865e-6,Terminated,NaN,undetermined,1.8011315300494657e-6,1.801131559534451e-6,1.801131595656758e-6,1.8018537101021768e-6,-3.70161016782725e-10,-5.452383072493196e-13,8.792422813490185e-11,5.5018905781170594e-14,1.8023861742320143e-6,3.6022632091415444e-6,1.8010433837432616e-6,-8.802346886263316e-11,1.5243835646311463e-20,1.5243837016528743e-20,4.694511536267178e-19,8.732397176937832e-11,2.717996115799685e-7,20287.78354246294,4.263350754329237e-11,10.999999999957344,1.798413004241072e-7,2.3379397927693293e-7,2.977474596515036e-5,2.2596300898936593e-11,1.1644027554884306e-18,6.276654908114719e-11,24999.99999997028,1.0812611301848652e-25,2.587561682908283e-16,1.5066141402857846e-11,1.8457657992640974e-11,1.1950154376819757e-9,0.044721359549995794
1,4,0.001,0.006579332246575682,1.4237190082644631e-6,2.341780095284283e-6,Terminated,-2.506283674390334,reverse,39.15261898911954,39.152618909144955,39.15154613551927,104.57064372259026,-65.4190941211777,-32.709535803474786,-32.70955380368532,-32.70955461708709,137.2801887711748,78.30416512449654,39491.76430594636,39452.612151991736,39387.1932138758,39387.1932141721,39387.19321867046,78741.67689787396,42.58185625758433,2818.4725522587505,10.999365876986728,0.0006341230132663533,20.94621587932075,27.291103951764978,2.6933595946446696,2231.4427627183977,0.05205569459379536,6258.057430969643,24354.395673085794,0.8185338020510837,11.602869213942503,0.2817499024444039,3771.0450776336593,10174.269144888789,0.044721359549995794
2,4,0.001873817422860385,0.006579332246575682,2.6677894829434595e-6,2.341780095284283e-6,Terminated,-0.8815489487852135,reverse,73.3633781334666,73.3633781614648,73.3637544729269,116.47905637226485,-43.11530526768615,-21.55773932413175,-21.557570332857445,-21.557569303190693,138.03678700635618,146.72713260654496,39498.44388758877,39425.08029870596,39381.96508241558,39381.96508172806,39381.965074605236,78742.37241594933,55.897517115651766,2642.5575532037174,10.99885315444499,0.0011468455549695218,26.65006160863316,34.687084352613255,4.104193580824276,2417.649671812689,0.09255246550286024,6767.817979342262,24354.28748376292,1.54905280104794,20.60292173626876,0.20264141065722466,2707.151629491318,10239.234796106777,0.044721359549995794
3,4,0.003511191734215131,0.006579332246575682,4.998950413663146e-6,2.341780095284283e-6,Terminated,-0.010573166509890267,reverse,137.46890992898724,137.4689099272996,137.4688865773882,138.43794650796653,-0.9690564490349575,-0.48443887673255476,-0.4846130161194902,-0.48461447235406624,138.92239160359952,274.9377965062727,39510.52853271172,39373.05965039784,39372.090432535355,39372.09043652048,39372.09045255553,78743.69645174239,87.68473900266099,1968.0919655696862,10.997874709607826,0.0021252903921140528,40.02100923689303,52.028350214675285,9.118026133443355,2543.02747392693,0.2921798735757663,7115.629593639989,24354.09174933168,9.195344988930778,64.96837709642946,0.16648918513092928,2215.5157290548395,10277.947742587192,0.044721359549995794
4,4,0.006579332246575682,0.006579332246575682,9.367120381137132e-6,2.341780095284283e-6,Terminated,0.4588371026950037,linear,257.58785241320953,257.587852433338,257.5881258716014,178.79399399429354,78.79412626917774,39.396990995438394,39.39712794995206,39.39713183192075,139.39698852250424,515.175978285317,39531.39104131433,39273.8031700941,39352.59742307045,39352.597386929636,39352.59733086781,78744.59170463773,125.60603996967065,1442.1194108688615,10.996037021069375,0.003962978930588235,56.71898911788809,73.64072971453601,18.13788117037618,2585.119584989512,0.8079065927081129,7233.433071891644,24353.753842945393,60.300825024902146,179.58415402538597,0.12898766883207946,1699.51819472793,10290.204627345713,0.044721359549995794
