i_nadph,i_r5p,nadph_phi,r5p_phi,NADPHox_Vmax,R5Pase_Vmax,retcode,cycle_index,mode,V_G6PD_uM_min,V_PGLS_uM_min,V_PGD_uM_min,V_RPI_uM_min,V_RPE_uM_min,V_TKT_Rxn1_uM_min,V_TKT_Rxn2_uM_min,V_TA_uM_min,V_R5Pase_uM_min,V_NADPHox_uM_min,V_HK1_uM_min,V_GPI_uM_min,V_PFKP_uM_min,V_ALDO_uM_min,V_TPI_uM_min,V_GAPDH_uM_min,R5P_uM,S7P_uM,NADPH_uM,NADP_uM,Ru5P_uM,X5P_uM,E4P_uM,F6P_uM,GAP_uM,G6P_uM,Glucose_uM,F16BP_uM,DHAP_uM,PGLn_uM,PGA_uM,ATP_uM
11,3,0.533669923120631,0.003511191734215131,0.000759796013685877,1.2497376034157865e-6,Terminated,0.9972279189797659,cycle,20841.373566330152,20841.373566327547,20841.37351149172,6985.640435713568,13855.733010820128,6927.866459556391,6927.8664738108655,6927.866473913755,57.77397609883396,41682.74707781883,91130.193882064,70288.82014456761,84144.55303089168,84144.55301797233,84144.55299560621,175216.97247291874,3.35701984255791,190.478687916909,10.677602749047306,0.3223972509411949,576.1770773729149,684.7362649238357,1.5481736358357268,1427.9584193485969,0.6726318463480659,3999.7816907975234,23527.97197522612,48.7921855047651,149.57375572086886,0.2013490975443331,356.3322754980484,10287.057899387615
12,3,1.0,0.003511191734215131,0.001423719008264463,1.2497376034157865e-6,Terminated,NaN,undetermined,1.8931308139247525e-6,1.893130842263049e-6,1.893130876980537e-6,1.8937885459475785e-6,-3.193455628543286e-10,-7.084228916461662e-13,1.2118397363492867e-10,6.951294206603103e-14,1.8943005927579374e-6,3.786261771095761e-6,1.89300939987567e-6,-1.212959887856341e-10,1.684071730074596e-20,1.6840714949314187e-20,5.384671963099533e-19,1.204060386196147e-10,2.8566029204677907e-7,18772.170048105465,4.4811167426456487e-11,10.999999999943709,1.8901446785147503e-7,2.4571905729645706e-7,3.6129258866154586e-5,2.375060061273425e-11,1.4712446370661646e-18,6.59725767756989e-11,24999.999999968764,1.194529334565645e-25,3.2694325314534916e-16,1.5835698848680767e-11,1.9400449332792493e-11,1.256036428530126e-9
1,4,0.001,0.006579332246575682,1.4237190082644631e-6,2.341780095284283e-6,Terminated,-2.4936946191035383,reverse,39.152485234774176,39.15248517390003,39.15166838137923,104.24181161274215,-65.09014028393375,-32.545007584905754,-32.545128858828264,-32.54512997490349,136.78682698926127,78.30415361601757,87857.27442967588,87818.12203855047,87753.031818969,87753.03182019616,87753.0318295863,175473.51864335657,36.778587475128,1249.722755097258,10.999346689981707,0.0006533099922240951,18.67716127896449,24.33995044768369,3.2945498600420513,1396.251960232476,0.09040529142688272,3982.4351764127537,23579.766884400986,2.566863799570867,20.16954495645293,0.2406941619546851,3220.9004220951197,10241.670788680949
2,4,0.001873817422860385,0.006579332246575682,2.6677894829434595e-6,2.341780095284283e-6,Terminated,-0.8763523332059617,reverse,73.3633482199713,73.363348250604,73.36375998824505,116.22487957131226,-42.86112255251193,-21.43061786268773,-21.43050856045214,-21.430507092036954,137.65548960434458,146.727108208393,87860.62970783871,87787.26632477791,87744.40529428604,87744.40529117595,87744.40527559898,175467.37994737507,48.28200129094914,1052.4282719766268,10.998831448347449,0.001168551627528722,23.676653934237958,30.820478691877145,5.291560795029778,1435.1702371814918,0.17833315656053642,4075.406342029895,23579.71374606465,5.7937765000253645,39.71281090649863,0.17525977706112197,2340.240556963194,10266.463447527887
3,4,0.003511191734215131,0.006579332246575682,4.998950413663146e-6,2.341780095284283e-6,Terminated,-0.005939773119888753,reverse,137.46870302804152,137.46870305315474,137.46904196175376,138.01314962679427,-0.5441105498005292,-0.2720941917178892,-0.27202012493062705,-0.272018261769887,138.28523593511343,274.93774499011903,87870.15465185588,87732.68593334909,87732.14188778485,87732.1418793427,87732.14185461539,175464.0116377829,62.24934106284956,858.8301279262351,10.997850254470018,0.002149745504999976,30.087452439216353,39.11423175890222,8.496197262394796,1456.5313469944274,0.3573487467149289,4124.6758362189275,23579.562897680597,16.548658180536638,79.50167152013215,0.1235136544454339,1639.6519177954967,10279.2478738688
4,4,0.006579332246575682,0.006579332246575682,9.367120381137132e-6,2.341780095284283e-6,Terminated,0.4619221021558558,linear,257.58772760295955,257.5877276307208,257.58810582097163,178.2641965182773,79.32390654338512,39.66192483333289,39.66197808249495,39.66198039575651,138.6022629790505,515.1758334247827,87889.54838079865,87631.96064651052,87711.28460088588,87711.28458229438,87711.28454675354,175462.2310514309,72.77665363587434,732.8448798093438,10.99600033373709,0.003999666237916012,36.021768991779965,46.7456593495124,11.741190801931678,1467.634592925627,0.5846230598186438,4147.9912713936965,23579.255757495255,38.37403000988143,130.0167373994617,0.08186951019586906,1068.151886781482,10285.422337987811
5,4,0.012328467394420659,0.006579332246575682,1.755227337220535e-5,2.341780095284283e-6,Terminated,0.7126377663142474,cycle,482.65974442814945,482.65974444512625,482.65998215691815,253.35211251323486,229.30786862583952,114.6539243770295,114.65394286009104,114.65394433295398,138.6981822690675,965.3197265864763,87926.61317066391,87443.95342914251,87673.26131632079,87673.26130043442,87673.26127718708,175461.17650043365,76.68891604317629,654.4942110640608,10.992524310652115,0.0074756893228788285,41.00781025902574,53.063130898216,13.922590020493889,1473.1391763712052,0.7818019108046185,4157.619065023501,23578.668766806688,64.8076510340733,173.84261476783954,0.05338839556316075,661.2726960796242,10288.338946195234
6,4,0.02310129700083159,0.006579332246575682,3.288975565564677e-5,2.341780095284283e-6,Terminated,0.8467281584614211,cycle,904.3711310656636,904.3711310762708,904.3712917417268,393.866855634142,510.50443687750334,255.25222094331042,255.2522168213454,255.25221790779534,138.61462869276173,1808.7424228099494,87996.34424261175,87091.97312394143,87602.47756245655,87602.47755208948,87602.47753913015,175460.2073110292,73.25818542852791,591.9672300739543,10.986003990454709,0.013996009520292407,46.2033751667201,59.49598957479797,14.754706995567997,1475.5631119048844,0.9230214078043991,4159.946083012731,23577.564471322752,88.06394144951145,205.23064746199702,0.03803773128309786,408.2969891583396,10289.809554054604
7,4,0.04328761281083059,0.006579332246575682,6.16293971811718e-5,2.341780095284283e-6,Terminated,0.9184003257287503,cycle,1694.4673040739956,1694.4673040805171,1694.4674217529735,657.0011616541806,1037.466266252793,518.7331674454882,518.7331067010758,518.7331084078277,138.26798007572054,3388.9347258311504,88126.97712281866,86432.50983512269,87469.97605604013,87469.97605479266,87469.97605343089,175458.68527396955,61.7603258481651,519.6056794030678,10.973782970369562,0.026217029605428613,54.11422176894165,69.13708847394885,14.203965128795359,1475.9568593564338,1.023849896322051,4156.868132612303,23575.49580056687,106.87968953969943,227.64108926972384,0.03399940225641914,265.5981942506494,10290.665981479087
8,4,0.08111308307896872,0.006579332246575682,0.00011548223819846235,2.341780095284283e-6,Terminated,0.956765993039116,cycle,3174.562033224247,3174.5620332233975,3174.5620158032975,1149.6866779507632,2024.875333791538,1012.4376473227659,1012.4376811800928,1012.4376801286724,137.249037042175,6349.12404902672,88371.0644912146,85196.50248282852,87221.37785275134,87221.37785689623,87221.37786130141,175455.19336661632,42.13052488704258,417.51321214244956,10.950886014471708,0.04911398550328631,70.42278297802973,88.95937988486396,12.04174655332483,1474.3302324023005,1.102761875243588,4147.183621508112,23571.630826378405,122.86697238809543,245.1800904310367,0.04110104749393597,194.7715935626653,10291.255896093933
9,4,0.15199110829529336,0.006579332246575682,0.00021639262996719168,2.341780095284283e-6,Terminated,0.9774817137077823,cycle,5946.5718726742725,5946.571872673186,5946.571846584156,2071.4616514387358,3875.1101816150813,1937.5550528561334,1937.5551113929198,1937.5551086964472,133.9066078861288,11893.14371925691,88825.03833086144,82878.46661358577,86753.57688870911,86753.57692883904,86753.57697011216,175444.7089546784,20.288623702753842,287.82323262225185,10.908001013515596,0.09199898645940931,110.93452580360176,138.18426604489102,8.253033628376613,1469.265679291427,1.1481329272824303,4126.32629251914,23564.443587649454,132.47944218017383,255.26380479094496,0.062819055306959,174.77008385483492,10291.578457215619
10,4,0.2848035868435802,0.006579332246575682,0.0004054802802111039,2.341780095284283e-6,Terminated,0.9889128918031393,cycle,11135.780213988402,11135.780213988484,11135.780215744422,3794.2358107560167,7341.544407037097,3670.7722088487276,3670.7722007874195,3670.772201967821,123.46360008894868,22271.560429732763,89665.33213246855,78529.55171649078,85871.09604691227,85871.09599422984,85871.09593673494,175412.96413837213,7.2442809190746305,180.86173542253528,10.827720621076834,0.172279378898153,220.35444579502493,269.6008583779393,4.250585884713156,1456.7452298801513,1.0820052192452816,4084.59941792885,23551.144165534075,118.16943195271041,240.56474691120215,0.10843363434748518,203.2392551570994,10291.162238895504
11,4,0.533669923120631,0.006579332246575682,0.000759796013685877,2.341780095284283e-6,Terminated,0.9948203899064881,cycle,20841.372539813536,20841.372539810956,20841.372485541753,7019.090899735353,13822.281521810228,6911.140716111969,6911.140729389607,6911.140729482112,107.95018356985805,41682.7450253523,91247.17154539967,70405.79884217554,84228.08024243901,84228.08023074313,84228.08021013456,175367.30115680015,3.31584857975951,192.11890511074407,10.677596675983754,0.3224033239911896,581.5698847274305,691.3854595660825,1.5179706496513488,1426.1481903862036,0.6604577166393409,3994.808088047311,23526.122217588076,47.21959551802202,146.8679946998263,0.20162988419209216,360.0867334164557,10286.876800877717
12,4,1.0,0.006579332246575682,0.001423719008264463,2.341780095284283e-6,Terminated,NaN,undetermined,1.9284708776707814e-6,1.928470907172807e-6,1.928470943315989e-6,1.9289584288943957e-6,-2.3080912000313146e-10,-7.517480043329431e-13,1.036225045518877e-10,5.911796797128415e-14,1.929243173638749e-6,3.85694190447031e-6,1.9283670288924325e-6,-1.0372586993001978e-10,1.747546879533236e-20,1.7475469228607123e-20,4.704506284985008e-19,1.0281163915022399e-10,1.552603900936096e-7,18740.161134250913,4.5647680980432646e-11,10.999999999929361,1.4033047754693833e-7,1.8242980084213367e-7,4.15403210697532e-5,2.4193888167305394e-11,1.251600541935184e-18,6.720412139568087e-11,24999.999999968182,1.2395531117460226e-25,2.7813345416874587e-16,1.613131213261828e-11,1.9762607687279114e-11,1.2794968645200214e-9
1,5,0.001,0.012328467394420659,1.4237190082644631e-6,4.388068343051337e-6,Terminated,-5.511714599532586,reverse,39.15238391721054,39.15238387131327,39.15176811902245,183.0167072726986,-143.8649371414112,-71.93243744246583,-71.93249707552962,-71.93249780543383,254.9491499602047,78.30415203613883,88133.00587642736,88093.85356083082,87949.98859466995,87949.98859547618,87949.98860176656,175828.04476055966,30.594992791771066,1146.2497643624856,10.99934405600285,0.0006559439351339634,19.7254817749479,25.776099657280422,2.9600369280313887,1388.8944159273963,0.08698391212280594,3965.1234102731905,23575.40033357387,2.472824679347018,19.40927067410722,0.2526811852397168,3381.5258879941907,10239.561571600707
2,5,0.001873817422860385,0.012328467394420659,2.6677894829434595e-6,4.388068343051337e-6,Terminated,-2.5048139294493845,reverse,73.36329931014338,73.36329934792717,73.36380719493994,195.8710461089438,-122.50724229309597,-61.253676069547,-61.25357063035858,-61.25356901860706,257.12471333255496,146.72710650528632,88139.23734854613,88065.87400750996,87943.36684989721,87943.36684651357,87943.36682911437,175825.4799978635,41.74913269972787,989.6227604066655,10.998829933161476,0.001170066775813962,24.664275093536656,32.181185104647845,4.8355988649391675,1429.6327315975188,0.17144410139195712,4061.5310756829654,23575.30165689166,5.499500151009693,38.181804160148566,0.1821663512218634,2432.787946349191,10265.535703855081
3,5,0.003511191734215131,0.012328467394420659,4.998950413663146e-6,4.388068343051337e-6,Terminated,-0.8813936350315335,reverse,137.46867540094863,137.46867543001687,137.46906758155205,218.24479523987395,-80.77573086836846,-40.38790440201738,-40.38783065974118,-40.38782863969524,258.63269091556066,274.9377429828591,88150.70848200282,88013.23978879,87932.46412114926,87932.46411206634,87932.46408483636,175824.5402903464,55.605850904740535,818.7010432039805,10.997849301608992,0.0021506983281901564,31.1059045656683,40.519006911043405,7.92495908792547,1451.9073348147097,0.3472239694263562,4112.350763808445,23575.12000978387,15.803786236542514,77.25149593799003,0.1275440258270971,1693.658121198217,10278.843619335648
4,5,0.006579332246575682,0.012328467394420659,9.367120381137132e-6,4.388068343051337e-6,Terminated,-0.0069190327861179506,reverse,257.5876891104005,257.58768914362236,257.58814146443,258.7759971297539,-1.1878588824543141,-0.5939597630409799,-0.5939033503139652,-0.5939006922068611,259.3699467766557,515.1758305758145,88171.0327735575,87913.44507624328,87912.2572671585,87912.25724578541,87912.2572043614,175823.92048750067,66.26689377258828,702.1700979306887,10.99599961221017,0.0040003877269061865,37.14868805988102,48.294542262946365,11.114858964209658,1463.43766304554,0.5744936452686744,4136.311535563861,23574.798173972173,37.22908316992043,127.765554083497,0.08431147422974974,1100.8733279096707,10285.238934921292
5,5,0.012328467394420659,0.012328467394420659,1.755227337220535e-5,4.388068343051337e-6,Terminated,0.4621497233780185,linear,482.6597702194071,482.65977023233893,482.65995104974775,333.9524425062161,148.7075078010973,74.35374725781242,74.35375952923727,74.35376061725368,259.59869092681015,965.3197212701922,88208.38698217805,87725.72721391704,87874.43473394348,87874.43472212183,87874.43470467493,175823.22317287794,70.44155637290855,628.0082965927251,10.992523592536491,0.007476407400598491,42.276274475705414,54.797522051358406,13.28009416870361,1469.1429770758598,0.7734906220066796,4146.191030622641,23574.206676715963,63.585927292517084,171.99555670486598,0.05487464158806977,681.1873849271823,10288.244210497864
6,5,0.02310129700083159,0.012328467394420659,3.288975565564677e-5,4.388068343051337e-6,Terminated,0.7131303250265653,cycle,904.371123932069,904.3711239427743,904.3712854581922,474.4148679027368,429.956418360786,214.97821185446176,214.9782074411299,214.9782085036005,259.4366503777525,1808.7424093927543,88277.92763615717,87373.55652405026,87803.51294355415,87803.51293314957,87803.51292004948,175822.00406394718,67.4325136473772,567.8464125410292,10.986003024295483,0.013996975641589826,47.670647121184096,61.48834317428419,14.108793459393612,1471.6663616956585,0.9160567611503679,4148.622616716931,23573.105540050172,86.87410121423326,203.6829145615598,0.03896567887593924,420.73031198788806,10289.748333386025
7,5,0.04328761281083059,0.012328467394420659,6.16293971811718e-5,4.388068343051337e-6,Terminated,0.8473142554049765,cycle,1694.4673195632802,1694.4673195658186,1694.4673650982431,737.3031360736944,957.1642313049557,478.58212710019586,478.5821071211828,478.5821077055999,258.7210043794532,3388.9346846631142,88407.69926186756,86713.23194987545,87670.39616735998,87670.39616672463,87670.39616602096,175819.37445926364,56.69991933108959,497.67489599673974,10.973781391542564,0.026218608394478333,55.93572032320615,71.58570744205417,13.566135811650964,1472.1120081252166,1.016754245092425,4145.608493002984,23571.050774670493,105.5419337875986,226.0642481247504,0.03462459074335917,273.97423409590454,10290.61234764254
8,5,0.08111308307896872,0.012328467394420659,0.00011548223819846235,4.388068343051337e-6,Terminated,0.9191647456106644,cycle,3174.5619663424204,3174.5619663414745,3174.5619467583833,1229.2649800889624,1945.2969622752275,972.6484619378991,972.648494627733,972.648493608701,256.616524123999,6349.123913099855,88649.25961809175,85474.6976743118,87419.99467036889,87419.99467446408,87419.99467886167,175812.63781631173,38.488106381706245,399.2854245139328,10.9508832431213,0.04911675681574199,72.9479969026563,92.30753254831447,11.458134632198583,1470.5098787552881,1.0932291911280552,4136.018510343778,23567.22630782395,120.92143696638762,243.0615889483057,0.041578063386827666,201.16149250125127,10291.190571792647
9,5,0.15199110829529336,0.012328467394420659,0.00021639262996719168,4.388068343051337e-6,Terminated,0.9579824610799358,cycle,5946.57164042609,5946.571640425634,5946.571629112594,2148.764065804664,3797.8075575842595,1898.9037639102535,1898.9037863378294,1898.9037852954987,249.8603053425536,11893.143269537995,89095.28393304886,83148.7123538861,86946.51994722744,86946.51996330329,86946.51998003146,175791.94370836212,18.613650631345852,276.47058983181233,10.907996155257578,0.09200384467945225,114.66615197706538,143.05217794525615,7.844118938564049,1465.482908901223,1.1335268258296296,4115.468259769462,23560.165818137084,129.3571544083889,252.0176614465816,0.06321906684092886,180.1269319548806,10291.483320802621
10,5,0.2848035868435802,0.012328467394420659,0.0004054802802111039,4.388068343051337e-6,Terminated,0.9793783002878499,cycle,11135.779509797883,11135.779509797918,11135.779510605062,3865.0189746290516,7270.760537062264,3635.380272101742,3635.380266347649,3635.380267302289,229.63870111176539,22271.55902040284,89912.7971345609,78777.01745410655,86047.77792663377,86047.77788283161,86047.77783423384,175730.93598798208,6.825413502216232,176.5736309542587,10.827712605126402,0.17228739481062905,225.6823814241154,276.4120687071582,4.069649452960823,1453.20155212946,1.0631537325752933,4074.6750416294576,23547.228494169958,114.35850266729597,236.37498477055445,0.10878257614869938,207.90971048515297,10291.027343480433
11,5,0.533669923120631,0.012328467394420659,0.000759796013685877,4.388068343051337e-6,Terminated,0.9903451966949178,cycle,20841.370665868926,20841.37066586493,20841.37058232586,7081.269673000886,13760.100811656044,6880.050338540664,6880.05035664805,6880.050356767286,201.21933438727524,41682.74124819026,91464.61715502987,70623.24625331501,84383.34688216595,84383.34686694099,84383.34683919471,175646.74404444508,3.242180656161635,195.50655809774153,10.67758549971791,0.3224145002190972,591.730614046997,703.9159730105258,1.4632048642292186,1422.772467118377,0.6378199219013742,3985.536519900721,23522.68403372903,44.364734311732875,141.83662927184744,0.2021616508896923,367.1970910238958,10286.52599768214
12,5,1.0,0.012328467394420659,0.001423719008264463,4.388068343051337e-6,Terminated,NaN,undetermined,1.8507344538557318e-6,1.8507344805234186e-6,1.8507345131942287e-6,1.8510862948512325e-6,-1.6582923272683208e-10,-6.021472588777702e-13,7.651139007693893e-11,4.368961822131879e-14,1.8512238690348861e-6,3.7014690425130137e-6,1.850657747679461e-6,-7.659507597331387e-11,1.6095112688725238e-20,1.609511432390082e-20,3.3028961145220094e-19,7.586555357217328e-11,7.950700086932609e-8,18681.71987619465,4.3807628477791874e-11,10.999999999893227,1.0794012992604532e-7,1.4032229825066058e-7,3.975158826097408e-5,2.3218546022267624e-11,9.252056098959723e-19,6.449513153054257e-11,24999.999999969463,1.1416431098170828e-25,2.0560124692814894e-16,1.5481060911459123e-11,1.896597936431237e-11,1.227935319604921e-9
1,6,0.001,0.02310129700083159,1.4237190082644631e-6,8.222438913911692e-6,Terminated,-11.0143854654906,reverse,39.152494216791034,39.152494154179664,39.15165425532244,326.64599463801665,-287.4943381952879,-143.7471574520487,-143.7471778863623,-143.74717862190775,470.393157455919,78.30414847200547,88636.06030608113,88596.90790110968,88309.4135825235,88309.41358333868,88309.41359001535,176475.08001666702,20.49937585845482,957.3872035097326,10.999338113873854,0.0006618860975419272,22.109765040981035,29.01361998953029,2.331140777807752,1372.4165209761316,0.0788575320518295,3926.418105946154,23567.435272710394,2.254488800371537,17.603384790528146,0.2794734464989839,3740.540706864386,10233.609042450495
2,6,0.001873817422860385,0.02310129700083159,2.6677894829434595e-6,8.222438913911692e-6,Terminated,-5.511594612406146,reverse,73.3632513436286,73.36325138829417,73.36385145772726,342.92909845796595,-269.5652503213818,-134.78266219676956,-134.78259246120322,-134.7825909722857,477.71175219776995,146.7271028015628,88653.78898487597,88580.42568593442,88310.86048165782,88310.86047861795,88310.86046195638,176486.93827681555,30.55833727432649,872.641017802572,10.998826638109133,0.0011733618555505292,26.83605323807144,35.150163184992664,3.9663849982773964,1418.316677495916,0.15586609538601323,4033.514262487324,23567.15460125826,4.8600663466039,34.7197040756773,0.19727644369572062,2635.2616378650982,10263.122088851063
3,6,0.003511191734215131,0.02310129700083159,4.998950413663146e-6,8.222438913911692e-6,Terminated,-2.508948465467193,reverse,137.46869340244393,137.46869342854842,137.46904538206962,367.4033757293552,-229.93433298287434,-114.96719208728649,-114.96714434180903,-114.9671427538651,482.3705607642858,274.9377387848071,88672.33160939635,88534.86290001459,88304.92860531407,88304.92859833823,88304.92857627134,176494.8899808226,43.95140464639506,744.1412991697375,10.997847308764552,0.0021526912001927634,33.279137212103876,43.49821521602312,6.833365110903297,1442.9751015337147,0.32480888953304377,4088.7753246157035,23566.861046271944,14.211611759986441,72.26978934478372,0.13613374687666452,1808.7587269408068,10277.872646067195
4,6,0.006579332246575682,0.02310129700083159,9.367120381137132e-6,8.222438913911692e-6,Terminated,-0.8809174802327918,reverse,257.58780210672086,257.58780212293897,257.58802270519516,408.86360217457235,-151.2755809500788,-75.63780211402867,-75.63778078491572,-75.63777958778103,484.5013996772764,515.1758248123634,88695.78434838005,88438.19654205466,88286.92097908944,88286.9209694945,88286.9209502299,176498.20411632047,54.779711128343045,645.4961969116345,10.995998152565546,0.004001847399178927,39.51505314328585,51.531208574248815,9.924626773197748,1455.5103140143485,0.5521948366150323,4114.377829721749,23566.48976109177,34.762205129783574,122.80973436743122,0.08943906454228238,1169.5811750017074,10284.814607462573
5,6,0.012328467394420659,0.02310129700083159,1.755227337220535e-5,8.222438913911692e-6,Terminated,-0.005227438919076774,reverse,482.65975588435685,482.6597558986361,482.6599550297826,484.34187083207325,-1.6819165479831861,-0.840963871458579,-0.8409536978537356,-0.8409525677514351,485.1828302769387,965.3197109152118,88734.14574602651,88251.48599179657,88249.80408517623,88249.80407272729,88249.80405396111,176498.76716158286,59.43540091161837,579.308952536469,10.992522193802689,0.007477806162063863,44.91723947230939,58.394273207705744,12.068619194604175,1461.6619520640486,0.7551629184755215,4124.864279403581,23565.88246252193,60.92146456066857,167.92241255135036,0.05797030725683711,722.6672132185653,10288.028303333751
6,6,0.02310129700083159,0.02310129700083159,3.288975565564677e-5,8.222438913911692e-6,Terminated,0.4638538082036315,linear,904.3710844872818,904.3710845016356,904.3712994384865,624.7071824363941,279.6641181477548,139.83206287411355,139.8320566191513,139.8320579531677,484.87511291860795,1808.742383928888,88803.32954394151,87898.95847369754,88178.62259242526,88178.62257865867,88178.62256109413,176497.07720119396,57.23990984498923,523.7645218520537,10.98600119066877,0.01399880929599011,50.70547974334427,65.59621826810188,12.902245676109162,1464.3990986767578,0.9006952848264623,4127.544333596317,23564.7872423423,84.26376831876581,200.2690853766016,0.040886150959040385,446.4622090761026,10289.6098534107
7,6,0.04328761281083059,0.02310129700083159,6.16293971811718e-5,8.222438913911692e-6,Terminated,0.7147933752180281,cycle,1694.4672281159496,1694.4672281244916,1694.4673795144047,887.0046745509526,807.4627119417524,403.73138468465817,403.7313361356351,403.7313376771521,483.2732789346136,3388.9346076354545,88931.03203497552,87236.56483767887,88044.02752218113,88044.02751929106,88044.02751604299,176491.78641846048,47.97841917247965,458.04276612459574,10.973778437472596,0.02622156249217175,59.665673738857166,76.5889204591249,12.392027044849314,1464.9547805599923,1.0013269509070153,4124.6868488381815,23562.765728722872,102.64710886242244,222.63580728654384,0.03590581229131005,291.13957158241175,10290.49321888985
8,6,0.08111308307896872,0.02310129700083159,0.00011548223819846235,8.222438913911692e-6,Terminated,0.8492496454878058,cycle,3174.5618506566175,3174.5618506546903,3174.5618099859616,1377.231457429285,1797.330344142358,898.6651415455268,898.6651917095284,898.6651901461134,478.56632440737235,6349.123660640537,89166.53216090659,85991.97033837368,87789.30072996391,87789.30073621932,87789.30074303685,176477.26662240823,32.380331687353944,367.0524701561234,10.95087809584868,0.04912190411608589,78.00259865426301,99.00326228376674,10.411989156759907,1463.4127944084373,1.0733782244427024,4115.334934958262,23559.03810511049,116.90793859085825,238.6499308754506,0.04253393592700299,213.96594627367244,10291.051584879553
9,6,0.15199110829529336,0.02310129700083159,0.00021639262996719168,8.222438913911692e-6,Terminated,0.9219546187999141,cycle,5946.57123745281,5946.571237451591,5946.571203508217,2291.5919872850473,3654.9792005568984,1827.4895725140937,1827.4896080975736,1827.4896069507688,464.102419060471,11893.142440958603,89594.60427765883,83648.03305386126,87303.01227356696,87303.01227959337,87303.01228595318,176433.51413924742,15.870542747413811,256.865838701408,10.907987204227833,0.09201279573692692,121.85063573457364,152.42635584493974,7.133384819197201,1458.50216881211,1.105087129306653,4095.488570330298,23552.263385514856,123.38009631510118,245.69702628430446,0.0639905738807491,190.4587440459405,10291.292792710403
10,6,0.2848035868435802,0.02310129700083159,0.0004054802802111039,8.222438913911692e-6,Terminated,0.9619135162278037,cycle,11135.778224152218,11135.77822415219,11135.77822347119,3994.6745008498156,7141.103722330942,3570.551862984086,3570.551859008322,3570.551859905952,424.12263662494956,22271.55644762321,90366.08743161168,79230.30903309277,86371.41268953784,86371.41264626475,86371.41259669374,176313.37710482077,6.12702725484389,169.19590549141049,10.827697971765687,0.17230202819907578,235.67119755153252,289.18870271968433,3.7560977349515867,1446.724485208196,1.0281129960927096,4056.558479727087,23540.05718160812,107.44175396633601,228.58713024203664,0.10943886234234919,216.69385105182633,10290.766912242558
11,6,0.533669923120631,0.02310129700083159,0.000759796013685877,8.222438913911692e-6,Terminated,0.9820801971872737,cycle,20841.367270246195,20841.36727024016,20841.3671455505,7196.104398101486,13645.262604057125,6822.631206177736,6822.631226870946,6822.63122699978,373.47319183041867,41682.734415790095,91866.2186860839,71024.85110081134,84670.11344178874,84670.11342526042,84670.1133931294,176162.85802431908,3.1156876424144286,203.08575641035077,10.677565283346278,0.3224347166185048,610.976034571392,727.659025202161,1.3666660706987965,1416.4948892350928,0.5960195785193152,3968.305926760133,23516.334939771285,39.330167173018665,132.54628070190083,0.20317876379932928,380.79708755912577,10285.824946882074
12,6,1.0,0.02310129700083159,0.001423719008264463,8.222438913911692e-6,Terminated,NaN,undetermined,1.832835164159696e-6,1.8328351899885358e-6,1.8328352216316668e-6,1.8331397776539048e-6,-1.482539586566192e-10,-4.4804604069750773e-13,5.5387046623600565e-11,3.148093079542421e-14,1.8332110182985127e-6,3.6656704588806835e-6,1.8327795992885338e-6,-5.545726558765556e-11,1.578540756909571e-20,1.5785407327930573e-20,2.3697660529519774e-19,5.4907519915869034e-11,4.201763617218955e-8,18575.167185047045,4.338394506080193e-11,10.99999999992131,9.277112347131364e-8,1.206025761507956e-7,3.329067324822362e-5,2.299390942840622e-11,6.668039585456239e-19,6.387136995256445e-11,24999.999999969757,1.1196752718677827e-25,1.4817865765877795e-16,1.5331336566903117e-11,1.8782550788791523e-11,1.216072829666251e-9
1,7,0.001,0.04328761281083059,1.4237190082644631e-6,1.540734929529295e-5,Terminated,-20.10788511668998,reverse,39.1525540266897,39.152553954501286,39.15158579702112,564.0022604940498,-524.8506728630894,-262.4253492286492,-262.4253212202392,-262.42532165026535,826.4276124203639,78.3041398236168,89468.62844722405,89429.47599718312,88904.62539866687,88904.6253991737,88904.6254038112,177546.82545420865,8.435630141674785,648.4773345139779,10.999323695290785,0.0006763047846752185,27.970855453338206,36.87978265522814,1.364324889920684,1332.3627738281361,0.06166452109232621,3832.2938273276627,23554.256954621105,1.8242479017177975,13.782508941542117,0.342684265037545,4587.562201320849,10214.492536428083
2,7,0.001873817422860385,0.04328761281083059,2.6677894829434595e-6,1.540734929529295e-5,Terminated,-10.80055898580368,reverse,73.3633052718079,73.36330530779048,73.36378842040916,601.6066030251949,-528.2428163449744,-264.12141180481245,-264.1214068238716,-264.12140616662754,865.7280112534912,146.72709369234042,89559.54986295564,89486.18651914674,88957.94368900721,88957.94368773713,88957.94367957872,177651.7659548217,14.747622858042995,660.1811277018654,10.998818534012155,0.00118146606178844,32.26664304761297,42.48422689816063,2.4710472534337864,1392.8945038536328,0.12112502408619055,3972.0223078447702,23552.818110373253,3.574643887940645,26.99857134342774,0.2345921280656525,3135.2879670405205,10255.296383148918
